Delta_T_C,Rload_ohm,Material,Seebeck_V_per_K
90.96,8.53,Bi2Te3,0.00022
271.96,6.52,PbTe,0.00018
156.94,13.68,Skutterudite,0.0002
107.26,7.86,Skutterudite,0.0002
174.2,9.73,PbTe,0.00018
154.07,6.81,PbTe,0.00018
193.91,14.99,Skutterudite,0.0002
168.83,4.96,PbTe,0.00018
260.65,6.51,Skutterudite,0.0002
130.21,3.52,PbTe,0.00018
99.96,3.89,PbTe,0.00018
69.78,18.42,Skutterudite,0.0002
109.98,9.9,Skutterudite,0.0002
225.7,10.13,Bi2Te3,0.00022
232.44,12.84,PbTe,0.00018
66.44,10.55,Bi2Te3,0.00022
83.24,3.83,Bi2Te3,0.00022
61.06,6.85,PbTe,0.00018
216.14,11.86,Bi2Te3,0.00022
107.16,4.48,Bi2Te3,0.00022
219.69,16.15,PbTe,0.00018
125.32,4.41,Skutterudite,0.0002
200.09,15.15,Skutterudite,0.0002
199.85,17.99,Bi2Te3,0.00022
153.67,7.22,Bi2Te3,0.00022
50.42,3.84,PbTe,0.00018
90.65,1.22,Bi2Te3,0.00022
159.45,3.54,PbTe,0.00018
234.27,6.94,Bi2Te3,0.00022
189.91,8.07,PbTe,0.00018
109.04,13.7,PbTe,0.00018
208.81,17.64,Skutterudite,0.0002
132.17,18.26,Skutterudite,0.0002
89,11.09,Skutterudite,0.0002
121.79,7.81,PbTe,0.00018
109.84,2.2,Bi2Te3,0.00022
156.02,10.81,Skutterudite,0.0002
222,1.85,Bi2Te3,0.00022
139.67,9.93,Skutterudite,0.0002
113.05,15.6,PbTe,0.00018
291.33,17.29,Skutterudite,0.0002
154.5,19.71,Skutterudite,0.0002
281.42,13.21,Bi2Te3,0.00022
240.82,2.12,PbTe,0.00018
105.68,9.77,Skutterudite,0.0002
297.06,4.29,Skutterudite,0.0002
68.69,18.5,PbTe,0.00018
198.86,7.65,Bi2Te3,0.00022
240.68,14.7,Skutterudite,0.0002
280.16,4.59,PbTe,0.00018
92.62,17.99,PbTe,0.00018
240.23,15.87,Bi2Te3,0.00022
105.49,9.94,Bi2Te3,0.00022
146.48,17.71,PbTe,0.00018
226.09,8.93,Skutterudite,0.0002
137.97,1.61,Skutterudite,0.0002
113.29,7.12,Bi2Te3,0.00022
286.96,2.16,Skutterudite,0.0002
157.17,3.41,Skutterudite,0.0002
224.27,5.35,Bi2Te3,0.00022
252.77,8.66,Bi2Te3,0.00022
127.57,11.27,PbTe,0.00018
266.39,15.68,Bi2Te3,0.00022
228.18,16.66,Bi2Te3,0.00022
131.44,6.36,Bi2Te3,0.00022
152.21,8.61,Bi2Te3,0.00022
267,15.65,Skutterudite,0.0002
138.58,19.98,Skutterudite,0.0002
129.36,17.47,Skutterudite,0.0002
239.71,8.38,Skutterudite,0.0002
129.59,6.35,Bi2Te3,0.00022
257.23,14.86,Skutterudite,0.0002
131.01,17.39,Skutterudite,0.0002
223.77,11.14,PbTe,0.00018
196.45,14.48,Skutterudite,0.0002
149.73,17.63,PbTe,0.00018
92.14,12.58,Bi2Te3,0.00022
83.93,13.56,Bi2Te3,0.00022
251.16,11.32,PbTe,0.00018
262.92,14.08,Skutterudite,0.0002
243.2,18.8,Bi2Te3,0.00022
57.89,18.52,Bi2Te3,0.00022
76.08,16.25,Bi2Te3,0.00022
198.42,11.88,Bi2Te3,0.00022
217.95,10.81,Skutterudite,0.0002
265.01,17.84,Bi2Te3,0.00022
72.73,13.5,PbTe,0.00018
74.54,10.31,Bi2Te3,0.00022
236.74,1.94,PbTe,0.00018
232.87,6.83,Skutterudite,0.0002
65.37,13.23,Skutterudite,0.0002
222.89,5.54,Skutterudite,0.0002
237.79,6.21,PbTe,0.00018
114.32,16.32,PbTe,0.00018
106.54,16.84,Skutterudite,0.0002
129.34,8.99,Skutterudite,0.0002
51.78,20,Bi2Te3,0.00022
246.25,3.31,PbTe,0.00018
153.99,6.15,Bi2Te3,0.00022
287.58,8.82,Bi2Te3,0.00022
208.2,15.34,Bi2Te3,0.00022
275.33,15.83,Skutterudite,0.0002
158.5,17.78,PbTe,0.00018
161.61,12.36,Skutterudite,0.0002
226.59,1.95,Skutterudite,0.0002
87.71,19.43,Bi2Te3,0.00022
274.67,17.42,PbTe,0.00018
212.28,7.25,Skutterudite,0.0002
147.51,19.75,Bi2Te3,0.00022
254.67,4.63,PbTe,0.00018
147.92,7.9,Bi2Te3,0.00022
179.04,10.73,PbTe,0.00018
126.27,15.61,Skutterudite,0.0002
67.91,19.83,Skutterudite,0.0002
231.31,19.14,PbTe,0.00018
136.53,5.46,PbTe,0.00018
100.44,9.76,PbTe,0.00018
134.22,1.31,Skutterudite,0.0002
122.75,4.82,PbTe,0.00018
272.03,11.72,Bi2Te3,0.00022
63.43,6.86,PbTe,0.00018
160.37,13.97,PbTe,0.00018
61.09,15.61,PbTe,0.00018
199.42,12.71,Skutterudite,0.0002
289.44,15.03,Skutterudite,0.0002
110.21,3.52,PbTe,0.00018
211.44,16.4,PbTe,0.00018
295.18,17.75,Bi2Te3,0.00022
216.07,16.85,Skutterudite,0.0002
225.24,5.57,Bi2Te3,0.00022
183.9,15.42,Bi2Te3,0.00022
166.47,12.41,Bi2Te3,0.00022
285.22,6.06,PbTe,0.00018
109.67,1.33,Bi2Te3,0.00022
133.66,5.63,Bi2Te3,0.00022
83.73,4.76,PbTe,0.00018
172.48,15.89,Bi2Te3,0.00022
126.72,14.69,Skutterudite,0.0002
180.05,8.34,Skutterudite,0.0002
210.25,7.16,PbTe,0.00018
177.74,3.99,Skutterudite,0.0002
294.16,4.49,PbTe,0.00018
105.16,18.16,Bi2Te3,0.00022
290.11,17.07,Skutterudite,0.0002
270.16,3.89,PbTe,0.00018
232.21,14.62,Bi2Te3,0.00022
158.11,14.35,PbTe,0.00018
60.29,1.34,PbTe,0.00018
63.57,17.17,PbTe,0.00018
124.96,16.57,PbTe,0.00018
218.39,7.85,Skutterudite,0.0002
261.51,12.94,Bi2Te3,0.00022
267.17,15.32,Bi2Te3,0.00022
144.69,3.71,Bi2Te3,0.00022
289.98,4.88,Bi2Te3,0.00022
296.38,10.92,PbTe,0.00018
133.53,17.22,Skutterudite,0.0002
98.32,8.72,Bi2Te3,0.00022
281.76,15.84,Bi2Te3,0.00022
251.95,13.59,PbTe,0.00018
122.26,18.36,Skutterudite,0.0002
212.46,15.82,Skutterudite,0.0002
238.7,16.19,Skutterudite,0.0002
232.22,10.24,Skutterudite,0.0002
222.76,13.77,Skutterudite,0.0002
265.07,6.96,Skutterudite,0.0002
156.93,14.61,Skutterudite,0.0002
153.63,19.13,Bi2Te3,0.00022
290.4,5.75,Skutterudite,0.0002
146.95,8.74,PbTe,0.00018
77.92,12.89,Bi2Te3,0.00022
239.52,14.56,Bi2Te3,0.00022
65.6,9.58,Bi2Te3,0.00022
126,16.44,Skutterudite,0.0002
69.78,10.89,PbTe,0.00018
286.1,10.92,PbTe,0.00018
142.66,5.16,Bi2Te3,0.00022
123.96,1.54,PbTe,0.00018
194.33,2.18,Skutterudite,0.0002
228.94,5.66,PbTe,0.00018
244.74,8.63,Skutterudite,0.0002
194.85,1.62,PbTe,0.00018
68.74,3.88,Skutterudite,0.0002
214.96,5.47,PbTe,0.00018
91.57,19.75,Bi2Te3,0.00022
191.47,19.03,Skutterudite,0.0002
67.3,11.39,PbTe,0.00018
179.28,10.45,PbTe,0.00018
277.93,12.69,Skutterudite,0.0002
110.79,14.09,PbTe,0.00018
200.14,16.24,Bi2Te3,0.00022
122.11,16.11,Skutterudite,0.0002
238.83,16.66,Bi2Te3,0.00022
73.25,6.5,Skutterudite,0.0002
293.68,18.44,Skutterudite,0.0002
271.56,14.89,PbTe,0.00018
205.79,1.12,Skutterudite,0.0002
277.4,2,Bi2Te3,0.00022
67.16,6.14,Skutterudite,0.0002
160.39,7.36,Skutterudite,0.0002
155.17,19.63,Skutterudite,0.0002
96.99,17.74,PbTe,0.00018
288.71,7.97,Bi2Te3,0.00022
256.82,8.06,Bi2Te3,0.00022
80.72,4.88,PbTe,0.00018
96.25,14.44,Skutterudite,0.0002
214.19,12.01,Bi2Te3,0.00022
178.32,5.61,Bi2Te3,0.00022
197.04,9.07,Bi2Te3,0.00022
177.51,15,PbTe,0.00018
241.05,17.54,Skutterudite,0.0002
82.26,19.59,Bi2Te3,0.00022
247.7,1.18,Skutterudite,0.0002
159.13,12.24,PbTe,0.00018
190.64,9.66,PbTe,0.00018
285.59,12.45,Skutterudite,0.0002
228.72,2.94,PbTe,0.00018
160.65,6.89,Bi2Te3,0.00022
113.1,7.63,Bi2Te3,0.00022
82.27,1.92,PbTe,0.00018
224.26,2.79,Bi2Te3,0.00022
286.71,4.48,Bi2Te3,0.00022
99.9,9.14,Skutterudite,0.0002
121.68,11.65,PbTe,0.00018
283.92,16.1,PbTe,0.00018
102.85,19.47,PbTe,0.00018
283.19,6.07,Bi2Te3,0.00022
120.64,16.25,Skutterudite,0.0002
64.15,2.09,PbTe,0.00018
265.53,9.01,Skutterudite,0.0002
238.48,1.46,PbTe,0.00018
151.59,9.65,Skutterudite,0.0002
251.56,11.53,PbTe,0.00018
260.23,2.69,PbTe,0.00018
208.37,16.22,Bi2Te3,0.00022
184.08,12.97,PbTe,0.00018
128.29,19.97,Skutterudite,0.0002
151.98,9.83,PbTe,0.00018
167.82,17.31,Bi2Te3,0.00022
160.06,8.29,PbTe,0.00018
285.23,7.79,Skutterudite,0.0002
124.47,13.89,Bi2Te3,0.00022
177.75,1.33,Skutterudite,0.0002
264.26,5.53,Bi2Te3,0.00022
117.1,14.12,Skutterudite,0.0002
291.97,10.55,Bi2Te3,0.00022
101.28,8.82,PbTe,0.00018
61.8,12.68,PbTe,0.00018
293.99,9.51,Skutterudite,0.0002
193.39,19.78,PbTe,0.00018
100.57,18.85,Skutterudite,0.0002
141.12,18.52,Skutterudite,0.0002
285.95,9.89,Skutterudite,0.0002
223.66,15.87,Bi2Te3,0.00022
124.49,7.2,Bi2Te3,0.00022
273.74,9.66,PbTe,0.00018
284.38,5.19,PbTe,0.00018
97.26,14.53,PbTe,0.00018
112.34,10.69,Bi2Te3,0.00022
131.42,8.89,PbTe,0.00018
50.95,7.24,Skutterudite,0.0002
123.45,1.29,PbTe,0.00018
127.88,6.08,PbTe,0.00018
237.4,2.81,Skutterudite,0.0002
100.76,15.05,Skutterudite,0.0002
261.52,9.78,Bi2Te3,0.00022
63.33,16.88,PbTe,0.00018
101.62,5.19,Bi2Te3,0.00022
158.95,16.85,Skutterudite,0.0002
280.42,5.94,Skutterudite,0.0002
90.7,17.6,PbTe,0.00018
158,3.58,PbTe,0.00018
102.18,1.69,Bi2Te3,0.00022
299.59,12.78,PbTe,0.00018
286.9,6.39,PbTe,0.00018
127.79,5.7,Bi2Te3,0.00022
160.4,14.54,Skutterudite,0.0002
221.34,2,Bi2Te3,0.00022
169.71,18.3,Bi2Te3,0.00022
185.5,17.15,Bi2Te3,0.00022
166.34,5.77,PbTe,0.00018
83.7,8.09,Skutterudite,0.0002
170.69,14.68,Bi2Te3,0.00022
291.62,11.33,Bi2Te3,0.00022
98.19,17.05,Skutterudite,0.0002
60.66,15.13,PbTe,0.00018
151.54,16.04,Bi2Te3,0.00022
102.18,1.24,Skutterudite,0.0002
229.73,16.49,PbTe,0.00018
222.78,7.92,Skutterudite,0.0002
105.49,9.64,Bi2Te3,0.00022
56.82,18.89,Bi2Te3,0.00022
158.97,11.83,Bi2Te3,0.00022
270.49,13.13,PbTe,0.00018
205.17,1.88,Skutterudite,0.0002
53.56,11.35,Bi2Te3,0.00022
73.34,17.51,Bi2Te3,0.00022
64.36,11.29,Skutterudite,0.0002
155.79,2.38,Skutterudite,0.0002
76.59,9.44,PbTe,0.00018
64.43,8.25,Skutterudite,0.0002
169.34,11.16,Skutterudite,0.0002
71.36,4.8,Skutterudite,0.0002
175.66,8.89,Skutterudite,0.0002
185.02,11.24,PbTe,0.00018
175.01,7.17,Bi2Te3,0.00022
284.68,2.6,Skutterudite,0.0002
199.65,12.13,Bi2Te3,0.00022
102.81,2.64,Skutterudite,0.0002
51.03,3.59,Bi2Te3,0.00022
82.74,18.53,Skutterudite,0.0002
76.07,16.82,Skutterudite,0.0002
93.81,15.43,Bi2Te3,0.00022
67.34,17.43,PbTe,0.00018
197.08,19.04,Bi2Te3,0.00022
62.42,18.09,Bi2Te3,0.00022
147.97,18.89,Skutterudite,0.0002
91.15,18.27,Skutterudite,0.0002
237.74,19.93,Skutterudite,0.0002
232.23,17.05,PbTe,0.00018
57.18,14.48,Skutterudite,0.0002
160.04,10.92,Bi2Te3,0.00022
276.19,4.75,Skutterudite,0.0002
294.55,7.28,PbTe,0.00018
120.32,16.2,PbTe,0.00018
247.32,5.85,Bi2Te3,0.00022
132.01,12.79,Skutterudite,0.0002
231,1.02,Bi2Te3,0.00022
99.42,12.71,Bi2Te3,0.00022
56.88,4.53,Skutterudite,0.0002
177.29,6.68,Bi2Te3,0.00022
139.68,16.32,PbTe,0.00018
98.97,17.49,PbTe,0.00018
261.11,6.21,Bi2Te3,0.00022
219.67,9.63,Bi2Te3,0.00022
210.36,14.61,Bi2Te3,0.00022
229.37,19.19,PbTe,0.00018
221.13,1.3,Bi2Te3,0.00022
208.74,14.77,Bi2Te3,0.00022
292.19,4.66,PbTe,0.00018
200.58,14.13,Bi2Te3,0.00022
198.67,15.49,PbTe,0.00018
96.78,18.89,Skutterudite,0.0002
124.81,10.27,Skutterudite,0.0002
246.42,8.94,PbTe,0.00018
132.1,17.73,PbTe,0.00018
247.45,15.71,PbTe,0.00018
269.39,16.7,PbTe,0.00018
98.32,1.4,PbTe,0.00018
121.14,11.19,PbTe,0.00018
81.67,19.35,PbTe,0.00018
215.24,14.95,Bi2Te3,0.00022
258.32,3.33,Bi2Te3,0.00022
294.07,19.31,Skutterudite,0.0002
156.23,10.19,PbTe,0.00018
240.64,1.33,Skutterudite,0.0002
279.66,17.06,PbTe,0.00018
250.84,4.41,PbTe,0.00018
136.72,6.66,Bi2Te3,0.00022
52.36,8.51,Skutterudite,0.0002
279.25,1.15,Bi2Te3,0.00022
295.13,4.03,Skutterudite,0.0002
194.52,12.66,Bi2Te3,0.00022
115.67,12.62,PbTe,0.00018
174.83,8.66,PbTe,0.00018
256.16,10.84,Skutterudite,0.0002
191.18,14.65,Skutterudite,0.0002
290.3,13.37,Skutterudite,0.0002
213.78,12.15,PbTe,0.00018
161.26,13.92,Skutterudite,0.0002
74.71,12.03,Skutterudite,0.0002
191.26,2.3,PbTe,0.00018
78.23,18.6,PbTe,0.00018
147.57,18.69,PbTe,0.00018
71.5,15.98,Bi2Te3,0.00022
163.79,14.42,Skutterudite,0.0002
202.27,2.94,Skutterudite,0.0002
197.55,1.83,PbTe,0.00018
125.1,14.52,Bi2Te3,0.00022
295.2,17.98,PbTe,0.00018
164.12,11.61,Bi2Te3,0.00022
296.77,5.11,PbTe,0.00018
89.37,17.92,Bi2Te3,0.00022
80.83,2.52,Skutterudite,0.0002
83.18,18.66,PbTe,0.00018
105.86,2.44,Skutterudite,0.0002
82.6,16.73,PbTe,0.00018
101.89,14.31,Bi2Te3,0.00022
82.7,3.93,Skutterudite,0.0002
194.84,17.9,Bi2Te3,0.00022
221.27,18.47,Skutterudite,0.0002
270.43,14.56,PbTe,0.00018
251.1,19.43,Skutterudite,0.0002
292.49,15.95,PbTe,0.00018
119.78,17.9,PbTe,0.00018
228.98,11.63,Skutterudite,0.0002
90.6,17.27,Skutterudite,0.0002
110.85,5.79,Skutterudite,0.0002
190.49,19.52,Bi2Te3,0.00022
226.38,7.41,PbTe,0.00018
229.41,1.37,PbTe,0.00018
200.78,15.93,Skutterudite,0.0002
100.55,8.84,Skutterudite,0.0002
289.2,11.1,Bi2Te3,0.00022
154.35,6.01,Skutterudite,0.0002
135.92,9.26,Skutterudite,0.0002
292.6,11.44,Bi2Te3,0.00022
106.39,17.18,Bi2Te3,0.00022
179.31,6.13,Skutterudite,0.0002
278.97,8.62,PbTe,0.00018
165.28,10.18,Bi2Te3,0.00022
105.49,17.72,Skutterudite,0.0002
253.9,5.15,PbTe,0.00018
143.06,18.97,Skutterudite,0.0002
272.53,5.17,Bi2Te3,0.00022
200.04,10.81,PbTe,0.00018
234.41,6.41,Bi2Te3,0.00022
256.12,3.08,Skutterudite,0.0002
54.5,5.6,Bi2Te3,0.00022
216.5,19.5,Skutterudite,0.0002
126.64,2.17,Bi2Te3,0.00022
188.24,9.97,Bi2Te3,0.00022
143.62,6.81,Bi2Te3,0.00022
209.37,13.08,PbTe,0.00018
67.08,9.54,Skutterudite,0.0002
287.17,3.17,Bi2Te3,0.00022
87.08,14.48,Skutterudite,0.0002
187.11,2.19,PbTe,0.00018
182.63,13.71,Skutterudite,0.0002
122.73,11.66,PbTe,0.00018
172.84,11.64,Bi2Te3,0.00022
241.76,13.75,PbTe,0.00018
263.14,5.3,Bi2Te3,0.00022
277.62,14.08,Skutterudite,0.0002
135.46,5.96,PbTe,0.00018
291.98,5.63,PbTe,0.00018
73.28,13.07,Skutterudite,0.0002
119.78,7.84,PbTe,0.00018
207.55,1.06,PbTe,0.00018
267.29,7.71,PbTe,0.00018
202.92,8.55,Skutterudite,0.0002
180.31,2.11,PbTe,0.00018
237.29,13.41,PbTe,0.00018
265.11,14.68,Skutterudite,0.0002
295.74,14.41,Skutterudite,0.0002
278.66,8.72,Bi2Te3,0.00022
291.86,6.8,Skutterudite,0.0002
183.92,9.19,Bi2Te3,0.00022
208.79,9.5,Skutterudite,0.0002
188.17,16.95,PbTe,0.00018
83.72,19.08,Skutterudite,0.0002
276.28,1.28,PbTe,0.00018
214.07,13.28,PbTe,0.00018
56.68,18.04,Skutterudite,0.0002
284.53,7.19,Skutterudite,0.0002
284.2,11.98,PbTe,0.00018
265.28,10.34,PbTe,0.00018
291.11,11.32,Skutterudite,0.0002
295.07,14.35,Bi2Te3,0.00022
96.68,2.06,PbTe,0.00018
203.28,17.86,Skutterudite,0.0002
258.46,11.44,Skutterudite,0.0002
136.46,7.2,PbTe,0.00018
182.37,2.85,Bi2Te3,0.00022
131.4,7.58,PbTe,0.00018
290.55,12.53,PbTe,0.00018
87.42,19.07,PbTe,0.00018
61.64,3.6,Skutterudite,0.0002
84.3,3.04,Bi2Te3,0.00022
234.77,19.7,Skutterudite,0.0002
113.14,19.03,Bi2Te3,0.00022
199.01,19.72,Bi2Te3,0.00022
95.6,10.81,Skutterudite,0.0002
184.16,12.35,Bi2Te3,0.00022
145.3,16.57,PbTe,0.00018
222.03,1.86,Skutterudite,0.0002
143.8,14.65,PbTe,0.00018
266.36,12.98,Bi2Te3,0.00022
177.8,16.88,Skutterudite,0.0002
92.34,18.11,Skutterudite,0.0002
292.46,18.73,Skutterudite,0.0002
281.3,18.32,PbTe,0.00018
169.7,3.88,Bi2Te3,0.00022
70.97,12.84,Bi2Te3,0.00022
210.38,17.27,PbTe,0.00018
55.65,4.11,Bi2Te3,0.00022
62.42,1.43,Bi2Te3,0.00022
100.34,18.55,Skutterudite,0.0002
191.84,16.76,Skutterudite,0.0002
182.64,11.23,PbTe,0.00018
121.95,1.32,PbTe,0.00018
246.07,4.22,PbTe,0.00018
215.47,13.25,Bi2Te3,0.00022
171.97,2.25,PbTe,0.00018
140.56,10.62,PbTe,0.00018
168.31,5.26,PbTe,0.00018
108.67,15.18,Skutterudite,0.0002
69.3,10.94,PbTe,0.00018
182.86,8.33,Bi2Te3,0.00022
107.32,4.23,Skutterudite,0.0002
277.43,7.84,Bi2Te3,0.00022
239.67,19.19,Bi2Te3,0.00022
291.53,2.01,PbTe,0.00018
272.64,19.79,Bi2Te3,0.00022
173.6,15.18,Skutterudite,0.0002
201.32,6.36,Bi2Te3,0.00022
116.2,2.55,Skutterudite,0.0002
123.07,16.82,Bi2Te3,0.00022
101.84,4.33,Bi2Te3,0.00022
199.75,8.96,Bi2Te3,0.00022
213.77,4.09,PbTe,0.00018
192.99,15.71,Skutterudite,0.0002
203.99,19.75,PbTe,0.00018
221.2,12.98,Skutterudite,0.0002
203.96,2.37,Bi2Te3,0.00022
146.91,15.12,Bi2Te3,0.00022
204.59,3.74,PbTe,0.00018
183.13,2.57,Bi2Te3,0.00022
263.27,8.85,Bi2Te3,0.00022
232.51,9.11,PbTe,0.00018
216.7,2.81,Skutterudite,0.0002
178.9,16.49,Skutterudite,0.0002
180.45,17.82,Bi2Te3,0.00022
151.12,10.43,PbTe,0.00018
170.18,15.29,Skutterudite,0.0002
294.53,4.62,Skutterudite,0.0002
71.42,19.44,Bi2Te3,0.00022
234.22,19.42,PbTe,0.00018
223.2,11.54,Skutterudite,0.0002
235.21,13.43,Skutterudite,0.0002
271.83,6.01,Skutterudite,0.0002
81.18,7.47,Skutterudite,0.0002
252.84,4.3,Skutterudite,0.0002
289.97,5.84,Skutterudite,0.0002
176.85,16.83,PbTe,0.00018
282.4,1.41,Bi2Te3,0.00022
237.65,18.99,Skutterudite,0.0002
149.6,18.04,Bi2Te3,0.00022
166.08,4.54,Skutterudite,0.0002
226.92,18.12,Bi2Te3,0.00022
114.32,11.25,Skutterudite,0.0002
172.38,2.72,Skutterudite,0.0002
112.95,14.67,Skutterudite,0.0002
83.6,11.4,Skutterudite,0.0002
207.35,16.17,Skutterudite,0.0002
54.06,6.81,Bi2Te3,0.00022
100.25,5.9,PbTe,0.00018
81.01,16,Bi2Te3,0.00022
98.08,8.83,Skutterudite,0.0002
193.5,5.85,PbTe,0.00018
230.11,17.57,PbTe,0.00018
171.37,13.66,Skutterudite,0.0002
154.85,4.35,Skutterudite,0.0002
228.51,8.86,Skutterudite,0.0002
163.44,1.79,PbTe,0.00018
150.69,4.15,Bi2Te3,0.00022
278.36,2.46,Skutterudite,0.0002
230.16,15.94,Skutterudite,0.0002
237.06,15.44,Bi2Te3,0.00022
215.77,19.46,PbTe,0.00018
168.12,18.99,PbTe,0.00018
211.02,5.2,Bi2Te3,0.00022
248.18,1.49,Skutterudite,0.0002
78.95,10.36,Bi2Te3,0.00022
223.56,6.32,Skutterudite,0.0002
87.26,10.05,Bi2Te3,0.00022
132.69,12.53,Skutterudite,0.0002
172.93,9.9,PbTe,0.00018
233.4,17.57,Bi2Te3,0.00022
185.09,7.76,Skutterudite,0.0002
262.74,3.22,Bi2Te3,0.00022
167.12,5.95,Skutterudite,0.0002
156.42,13.82,Skutterudite,0.0002
274.25,1.18,Skutterudite,0.0002
145.1,11.12,Bi2Te3,0.00022
79.47,18.33,Skutterudite,0.0002
151.85,12.78,Skutterudite,0.0002
146.24,13.29,Skutterudite,0.0002
293.33,12.9,PbTe,0.00018
113.59,12.25,Skutterudite,0.0002
211.48,1.2,Skutterudite,0.0002
153.94,9.2,Skutterudite,0.0002
212.52,14.14,Skutterudite,0.0002
223.66,12.22,Bi2Te3,0.00022
216.79,13.06,Bi2Te3,0.00022
226.93,10.11,Skutterudite,0.0002
244.54,4.48,PbTe,0.00018
251.88,9.16,PbTe,0.00018
80.56,13.74,Skutterudite,0.0002
207.29,16.37,PbTe,0.00018
231.83,18.58,Bi2Te3,0.00022
177.95,10.11,Skutterudite,0.0002
57.4,11.34,Bi2Te3,0.00022
203.93,15.31,Skutterudite,0.0002
80.12,8.18,PbTe,0.00018
68.24,2.41,PbTe,0.00018
227.29,11.46,Skutterudite,0.0002
145.33,7.63,Bi2Te3,0.00022
110.21,17.84,PbTe,0.00018
291.08,12.21,PbTe,0.00018
261.88,10.94,Bi2Te3,0.00022
160.36,5.25,Skutterudite,0.0002
179.5,6.88,PbTe,0.00018
56.39,5.73,Bi2Te3,0.00022
258.05,10.06,Bi2Te3,0.00022
160.18,13.88,PbTe,0.00018
149.7,13.48,Skutterudite,0.0002
235.61,10.2,Skutterudite,0.0002
285.47,17.63,Bi2Te3,0.00022
236.14,1.77,PbTe,0.00018
234.1,18.77,Skutterudite,0.0002
68.06,10.05,Skutterudite,0.0002
123.36,4.09,Skutterudite,0.0002
203.68,8.68,Skutterudite,0.0002
103.22,3.69,Skutterudite,0.0002
193.9,13.35,Bi2Te3,0.00022
287.8,11.98,Skutterudite,0.0002
102.58,17.68,Skutterudite,0.0002
282.95,4.26,PbTe,0.00018
218.31,3.77,Skutterudite,0.0002
134.7,9.85,Bi2Te3,0.00022
220.04,19.74,Bi2Te3,0.00022
148.17,10.42,Skutterudite,0.0002
56.3,9.31,PbTe,0.00018
59.25,8.87,PbTe,0.00018
198.3,19.64,PbTe,0.00018
161.25,3.44,Bi2Te3,0.00022
287.48,4.24,Bi2Te3,0.00022
102.16,17.72,Bi2Te3,0.00022
94.79,4.28,Skutterudite,0.0002
170.92,4.8,PbTe,0.00018
88.36,14.08,Bi2Te3,0.00022
78.98,16.68,Bi2Te3,0.00022
285.97,7.04,PbTe,0.00018
135.71,2,Skutterudite,0.0002
238.46,18.36,Bi2Te3,0.00022
248.9,8.09,Skutterudite,0.0002
146.02,17.76,Bi2Te3,0.00022
64.27,9.47,Skutterudite,0.0002
240.87,7.74,Bi2Te3,0.00022
68.9,7.46,Skutterudite,0.0002
65.24,2.91,Bi2Te3,0.00022
77.58,17.42,PbTe,0.00018
95.55,19.81,Bi2Te3,0.00022
195.47,8.18,Bi2Te3,0.00022
62.25,19.53,Skutterudite,0.0002
63,17.34,Skutterudite,0.0002
101.95,15.67,Bi2Te3,0.00022
274.82,7.46,Bi2Te3,0.00022
168.31,12.28,Skutterudite,0.0002
166.72,18.39,Skutterudite,0.0002
269.53,19.53,Bi2Te3,0.00022
263.79,18.12,Bi2Te3,0.00022
71.53,19.73,Bi2Te3,0.00022
77.55,18.93,PbTe,0.00018
162.32,9.7,Bi2Te3,0.00022
255.77,13.89,Bi2Te3,0.00022
208.42,7.58,PbTe,0.00018
214.65,15.54,Bi2Te3,0.00022
211.26,2.11,Skutterudite,0.0002
154.42,8.9,Skutterudite,0.0002
55.42,10.69,Skutterudite,0.0002
109.44,16,PbTe,0.00018
135.37,5.92,PbTe,0.00018
58.89,8.09,Bi2Te3,0.00022
133.28,3,Skutterudite,0.0002
282.93,5.99,Skutterudite,0.0002
145.31,6.19,Bi2Te3,0.00022
220.24,12.9,PbTe,0.00018
65.93,12.07,Bi2Te3,0.00022
150.66,12.94,Bi2Te3,0.00022
92.78,19.27,Skutterudite,0.0002
150.12,16.54,Skutterudite,0.0002
149.06,11.16,Bi2Te3,0.00022
67.29,6.91,Skutterudite,0.0002
141.74,5.11,Bi2Te3,0.00022
245.31,8.11,Skutterudite,0.0002
284.81,17.92,Skutterudite,0.0002
230.94,7.32,Bi2Te3,0.00022
286.79,17.44,Bi2Te3,0.00022
204.11,11.97,PbTe,0.00018
155.23,14.41,Bi2Te3,0.00022
155.03,6.54,Bi2Te3,0.00022
145.62,19.04,Bi2Te3,0.00022
163.44,14.64,Skutterudite,0.0002
183.98,10.25,PbTe,0.00018
98.51,6.93,Skutterudite,0.0002
255.24,15.5,Bi2Te3,0.00022
197.85,10.93,Skutterudite,0.0002
124.63,1.28,Bi2Te3,0.00022
113.14,7.15,Skutterudite,0.0002
202.87,14.3,Bi2Te3,0.00022
151.41,11.57,Skutterudite,0.0002
257.22,18.85,Bi2Te3,0.00022
297.37,14.46,Bi2Te3,0.00022
163.6,1.63,PbTe,0.00018
266.59,13.31,PbTe,0.00018
106.01,13.52,PbTe,0.00018
238.54,17.05,Bi2Te3,0.00022
271.68,14.05,Skutterudite,0.0002
71.98,6.42,Bi2Te3,0.00022
140.26,8.21,Skutterudite,0.0002
58.98,14.7,PbTe,0.00018
256.06,3.1,PbTe,0.00018
250.25,8.06,Skutterudite,0.0002
245.95,12.56,Skutterudite,0.0002
139.06,15,PbTe,0.00018
226.64,14.4,PbTe,0.00018
90.97,7.06,PbTe,0.00018
165.99,16.37,PbTe,0.00018
